fid,ID,AREA,BLOCK,BG,TRACT,COUNTY,MSA,POPULATION,MALE,FEMALE,AGE_0_5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_59,AGE_60_64,AGE_65_74,AGE_75_84,AGE_85,MEDIAN_AGE,AGE_18,MALE_18,FEMALE_18,AGE_21,AGE_62,AGE_65,MALE_65,FEMALE_65,F1_RACE,WHITE,BLACK,AMINDIAN,ASIAN,HAWAIIAN,OTHER_RACE,F2_RACES,AP_WHITE,AP_BLACK,AP_AMINDIA,AP_ASIAN,AP_HAWAIIA,AP_OTHER,AP_HISPANI,NOT_HISPAN,NH_WHITE,IN_HOUSEHO,GROUP_QUAR,GQ_INSTITU,GQ_NONINST,HOUSEHOLDS,HH_FAMILY,HH_NONFAMI,AVG_HHSIZE,AVG_FAMSIZ,HSNG_UNITS,HU_OCCUPIE,HU_VACANT,OCCHU_OWNE,OCCHU_RENT,OWNER_SIZE,RENTER_SIZ,DENSITY,BURGLARY,ASSAULT,THEFT,BURG_D,ASSALT_D,THEFT_D,lon,lat
"280",667029,0,"390610022002002","390610022002","39061002200","39061","1640",81,37,44,6,4,7,3,8,15,13,9,3,5,5,2,1,31.8,61,24,37,60,12,8,4,4,78,17,61,0,0,0,0,3,19,63,2,0,0,2,3,78,17,81,0,0,0,42,13,29,1.93,3.31,54,42,12,11,31,2.27,1.81,18000.5453,"0","0","0",0,0,0,-84.5070429995023,39.1216377852941
"281",667045,0.02,"390610022003002","390610022003","39061002200","39061","1640",195,101,94,11,16,12,11,15,41,38,23,7,6,10,1,4,33.1,152,72,80,141,20,15,5,10,192,21,167,1,1,0,2,3,22,170,3,3,0,2,0,195,21,195,0,0,0,94,41,53,2.07,3.12,111,94,17,29,65,2.97,1.68,12551.3346,"0","2","3",0,1,1,-84.5067678371101,39.123642447844
"282",667067,0.01,"390610022004004","390610022004","39061002200","39061","1640",179,78,101,10,7,7,18,32,39,30,17,1,9,7,2,0,29.1,145,65,80,126,14,9,2,7,179,49,128,1,1,0,0,0,49,128,1,1,0,0,2,177,47,179,0,0,0,93,31,62,1.92,3,104,93,11,17,76,2.76,1.74,13388.9258,"0","1","0",0,1,0,-84.5067744402964,39.1247908945363
"283",667087,0.01,"390610022002001","390610022002","39061002200","39061","1640",207,99,108,15,22,14,23,13,32,36,24,6,10,9,3,0,28.7,141,66,75,128,17,12,2,10,198,17,180,0,1,0,0,9,25,188,2,1,0,1,5,202,17,207,0,0,0,86,47,39,2.41,3.21,113,86,27,15,71,2.53,2.38,13920.8235,"0","4","2",0,1,1,-84.5061035161752,39.1221553992965
"284",667107,0.01,"390610022003003","390610022003","39061002200","39061","1640",121,48,73,5,12,12,8,9,14,19,24,3,2,9,2,2,35.3,87,33,54,80,15,13,4,9,121,6,115,0,0,0,0,0,6,115,0,0,0,0,0,121,6,112,9,9,0,47,27,20,2.38,3.22,54,47,7,21,26,2.14,2.58,14850.7854,"0","0","1",0,0,1,-84.5053766366417,39.1231081865214
"285",667125,0.01,"390610022001005","390610022001","39061002200","39061","1640",165,77,88,8,10,10,6,15,22,22,24,4,9,16,14,5,40.3,133,60,73,128,39,35,10,25,165,5,160,0,0,0,0,0,5,160,0,0,0,0,0,165,5,165,0,0,0,72,37,35,2.29,3.19,84,72,12,40,32,2.55,1.97,14534.9531,"2","0","1",1,0,1,-84.5030954787764,39.11888761389
"286",667143,0.04,"390610022001003","390610022001","39061002200","39061","1640",353,154,199,17,29,38,34,22,44,49,62,12,10,16,16,4,33.1,244,102,142,227,41,36,11,25,353,6,343,0,0,0,4,0,6,343,0,0,0,4,2,351,6,353,0,0,0,122,79,43,2.89,3.68,133,122,11,63,59,3.51,2.24,9208.6985,"0","3","4",0,1,1,-84.5014093755502,39.1195941814463
"287",667166,0.01,"390610022002000","390610022002","39061002200","39061","1640",67,33,34,1,4,4,2,4,5,7,12,7,3,7,5,6,48.5,57,28,29,56,20,18,10,8,67,7,60,0,0,0,0,0,7,60,0,0,0,0,1,66,7,67,0,0,0,31,19,12,2.16,2.68,41,31,10,18,13,2.56,1.62,8655.7543,"0","2","1",0,1,1,-84.503860864617,39.1215083219155
"288",667185,0.01,"390610022001004","390610022001","39061002200","39061","1640",100,49,51,7,12,11,3,4,17,12,13,2,0,7,6,6,31,69,34,35,67,19,19,7,12,99,9,87,0,0,0,3,1,9,88,1,0,0,3,1,99,9,100,0,0,0,39,25,14,2.56,3.12,45,39,6,18,21,2.22,2.86,13366.7012,"1","1","1",1,1,1,-84.5028430020426,39.1214099963731
"289",667202,0,"390610022003005","390610022003","39061002200","39061","1640",67,38,29,3,8,4,2,5,14,14,9,4,1,3,0,0,31.2,52,28,24,50,4,3,1,2,67,4,63,0,0,0,0,0,4,63,0,0,0,0,0,67,4,67,0,0,0,40,15,25,1.68,2.33,48,40,8,7,33,2.71,1.45,17911.7113,"0","2","0",0,1,0,-84.5026930006258,39.122909999811
"290",667220,0,"390610022003004","390610022003","39061002200","39061","1640",44,22,22,2,7,3,2,0,4,14,8,2,0,1,1,0,38.7,31,14,17,30,2,2,0,2,44,11,33,0,0,0,0,0,11,33,0,0,0,0,1,43,10,44,0,0,0,22,12,10,2,2.75,30,22,8,7,15,2,2,12440.3687,"0","0","0",0,0,0,-84.5036843619752,39.1229837346396
"291",667237,0,"390610022003001","390610022003","39061002200","39061","1640",51,23,28,5,5,7,0,2,10,2,9,2,1,5,2,1,30.3,34,13,21,34,8,8,3,5,51,7,44,0,0,0,0,0,7,44,0,0,0,0,5,46,4,51,0,0,0,19,15,4,2.68,3.13,21,19,2,5,14,2,2.93,17321.771,"0","0","0",0,0,0,-84.5038107152447,39.1238000423749
"292",667256,0,"390610022004005","390610022004","39061002200","39061","1640",55,22,33,4,5,5,6,3,4,18,2,0,1,2,5,0,37.3,35,13,22,35,8,7,5,2,51,7,44,0,0,0,0,4,7,48,0,4,0,4,4,51,7,55,0,0,0,20,14,6,2.75,3.29,24,20,4,10,10,2.9,2.6,15001.0741,"1","0","0",1,0,0,-84.5040726298338,39.1245374418443
"293",667274,0,"390610022003000","390610022003","39061002200","39061","1640",51,25,26,1,2,3,4,1,10,6,10,5,4,1,3,1,41.5,41,18,23,41,7,5,0,5,51,0,51,0,0,0,0,0,0,51,0,0,0,0,0,51,0,51,0,0,0,31,9,22,1.65,2.78,39,31,8,11,20,1.64,1.65,10552.4083,"1","1","0",1,1,0,-84.5028498955086,39.1241165756473
"294",667293,0,"390610022001002","390610022001","39061002200","39061","1640",55,23,32,0,0,4,3,3,9,21,6,2,3,2,0,2,38.2,50,20,30,46,6,4,2,2,55,12,42,0,0,0,1,0,12,42,0,0,0,1,2,53,12,35,20,20,0,21,7,14,1.67,2.57,28,21,7,4,17,1.75,1.65,14850.7518,"0","0","0",0,0,0,-84.5016780005148,39.1228283330432
"295",667312,0.01,"390610022001001","390610022001","39061002200","39061","1640",15,7,8,2,0,1,2,2,2,0,0,2,1,1,2,0,33.5,11,5,6,10,4,3,2,1,15,2,13,0,0,0,0,0,2,13,0,0,0,0,0,15,2,15,0,0,0,4,4,0,3.75,3.25,6,4,2,4,0,3.75,0,2913.8529,"0","0","0",0,0,0,-84.5019199757731,39.1240460894245
"296",667329,0.01,"390610021002006","390610021002","39061002100","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","3","1",0,1,1,-84.5008001416162,39.12366321229
"297",667490,0.01,"390610021002031","390610021002","39061002100","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.4997298967724,39.1153316235637
"298",705132,0.01,"390610068002002","390610068002","39061006800","39061","1640",285,124,161,23,20,17,15,25,35,28,27,16,11,26,26,16,37.8,221,87,134,202,75,68,21,47,280,37,243,0,0,0,0,5,41,247,3,3,0,0,0,285,37,190,95,72,23,98,42,56,1.94,2.95,117,98,19,15,83,2,1.93,24438.1476,"2","10","4",1,1,1,-84.4944064958194,39.1470765011922
"299",705167,0.02,"390610068002001","390610068002","39061006800","39061","1640",178,91,87,5,19,24,17,9,21,35,17,6,1,11,13,0,32.7,122,60,62,113,25,24,11,13,172,4,167,1,0,0,0,6,7,171,6,0,0,0,0,178,4,178,0,0,0,64,44,20,2.78,3.36,78,64,14,23,41,2.61,2.88,10804.1794,"4","1","1",1,1,1,-84.4929919907743,39.1468249390297
"300",705258,0,"390610021001002","390610021001","39061002100","39061","1640",13,5,8,0,3,3,2,0,3,1,0,0,0,0,1,0,15.5,6,2,4,5,1,1,1,0,13,0,13,0,0,0,0,0,0,13,0,0,0,0,0,13,0,13,0,0,0,4,4,0,3.25,3.25,12,4,8,0,4,0,3.25,5318.6525,"0","1","1",0,1,1,-84.4922793638445,39.1255296983262
"301",705278,0,"390610035002009","390610035002","39061003500","39061","1640",9,4,5,0,0,1,3,0,0,3,0,0,0,1,1,0,42.5,5,2,3,5,2,2,1,1,9,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9,0,9,0,0,0,4,3,1,2.25,2.67,6,4,2,1,3,4,1.67,2761.6482,"0","0","1",0,0,1,-84.4920702743073,39.1265357548102
"302",705295,0,"390610021001001","390610021001","39061002100","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","1",0,0,1,-84.4910555458996,39.1254144808806
"303",705315,0,"390610021001000","390610021001","39061002100","39061","1640",14,5,9,3,4,0,2,1,3,1,0,0,0,0,0,0,11.5,6,2,4,5,0,0,0,0,14,0,14,0,0,0,0,0,0,14,0,0,0,0,0,14,0,14,0,0,0,3,3,0,4.67,4.33,3,3,0,0,3,0,4.67,10356.9954,"0","0","2",0,0,1,-84.4906000796172,39.1251367120567
"304",705334,0.01,"390610035001005","390610035001","39061003500","39061","1640",99,53,46,3,9,11,5,4,10,21,20,3,2,10,1,0,37.9,73,40,33,71,13,11,8,3,99,2,97,0,0,0,0,0,2,97,0,0,0,0,0,99,2,99,0,0,0,54,19,35,1.83,2.95,63,54,9,3,51,3,1.76,12976.9945,"0","1","0",0,1,0,-84.4911703476031,39.1265024739134
"305",705352,0.02,"390610035001002","390610035001","39061003500","39061","1640",122,61,61,9,9,22,13,8,16,18,13,1,2,4,4,3,24,76,39,37,65,12,11,8,3,122,5,117,0,0,0,0,0,5,117,0,0,0,0,1,121,5,122,0,0,0,45,26,19,2.71,3.5,80,45,35,8,37,2.75,2.7,7530.1086,"2","6","8",1,1,1,-84.4912540112616,39.1285201865305
"306",705372,0,"390610035001004","390610035001","39061003500","39061","1640",48,25,23,3,5,2,6,8,6,11,4,1,1,0,1,0,25,37,18,19,31,1,1,1,0,47,5,42,0,0,0,0,1,6,43,0,0,0,0,0,48,5,48,0,0,0,20,10,10,2.4,2.8,22,20,2,0,20,0,2.4,9636.6782,"0","3","0",0,1,0,-84.4901132640309,39.12649568601
"307",705391,0.01,"390610019001000","390610019001","39061001900","39061","1640",18,13,5,0,0,2,0,0,3,2,5,1,0,3,2,0,49.5,16,13,3,16,5,5,2,3,18,7,9,0,0,0,2,0,7,9,0,0,0,2,0,18,7,18,0,0,0,11,3,8,1.64,2.67,47,11,36,0,11,0,1.64,3066.4806,"0","0","3",0,0,1,-84.4890509911847,39.1251933375895
"308",705409,0.01,"390610037002003","390610037002","39061003700","39061","1640",63,34,29,2,1,0,1,1,11,11,18,4,5,8,0,1,45.6,59,31,28,59,11,9,5,4,63,0,62,1,0,0,0,0,0,62,1,0,0,0,0,63,0,63,0,0,0,54,4,50,1.17,2,57,54,3,0,54,0,1.17,5108.6014,"0","5","14",0,1,1,-84.4887197792628,39.1262519942066
"309",705427,0.01,"390610035001003","390610035001","39061003500","39061","1640",282,146,136,27,25,24,20,14,28,47,43,12,9,20,11,2,35.8,189,101,88,186,42,33,17,16,274,23,246,2,0,0,3,8,31,254,2,0,0,3,0,282,23,235,47,0,47,87,61,26,2.7,3.21,100,87,13,12,75,2.92,2.67,20388.1466,"2","5","4",1,1,1,-84.4895432271836,39.1284769973947
"310",705446,0.01,"390610037002002","390610037002","39061003700","39061","1640",71,34,37,3,9,7,5,4,12,16,7,3,1,2,1,1,30.8,49,22,27,47,5,4,1,3,71,1,70,0,0,0,0,0,1,70,0,0,0,0,0,71,1,71,0,0,0,25,19,6,2.84,3.11,27,25,2,5,20,3.8,2.6,8106.6346,"2","2","2",1,1,1,-84.4882259485888,39.1277910074667
"311",705464,0.02,"390610035001001","390610035001","39061003500","39061","1640",197,94,103,23,18,24,23,12,28,26,24,4,2,8,4,1,24.3,114,47,67,105,14,13,4,9,192,15,177,0,0,0,0,5,19,181,0,1,0,1,2,195,14,185,12,12,0,79,38,41,2.34,3.5,110,79,31,19,60,3.32,2.03,12487.9501,"0","0","2",0,0,1,-84.4910492616284,39.1308864445831
"312",705481,0.01,"390610036002012","390610036002","39061003600","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","1","0",0,1,0,-84.4922122031676,39.13312783285
"313",705500,0.01,"390610036002011","390610036002","39061003600","39061","1640",19,14,5,2,0,1,1,0,5,5,0,0,3,2,0,0,38.5,16,12,4,15,3,2,2,0,19,0,19,0,0,0,0,0,0,19,0,0,0,0,0,19,0,19,0,0,0,10,5,5,1.9,2.8,12,10,2,7,3,2.29,1,2265.3295,"0","0","0",0,0,0,-84.4908811164901,39.1326835483009
"314",705518,0.02,"390610035001000","390610035001","39061003500","39061","1640",74,37,37,4,7,3,2,12,7,7,16,0,2,8,5,1,39,59,28,31,55,16,14,5,9,74,0,74,0,0,0,0,0,0,74,0,0,0,0,1,73,0,74,0,0,0,43,15,28,1.72,2.4,52,43,9,9,34,2,1.65,4260.8043,"0","3","11",0,1,1,-84.4891522064688,39.1307737482155
"315",705538,0.01,"390610036002010","390610036002","39061003600","39061","1640",240,50,190,4,1,2,4,2,4,9,11,10,16,79,73,25,72.6,229,46,183,228,187,177,30,147,237,0,236,0,0,1,0,3,0,239,2,2,3,1,1,239,0,240,0,0,0,209,19,190,1.15,2.53,212,209,3,5,204,1.6,1.14,23313.5736,"0","4","1",0,1,1,-84.488909127558,39.1325803257937
"316",705558,0.01,"390610037002004","390610037002","39061003700","39061","1640",161,73,88,8,7,3,4,7,8,16,15,9,16,32,24,12,61.1,141,61,80,139,77,68,26,42,158,12,146,0,0,0,0,3,14,147,2,0,0,1,0,161,12,161,0,0,0,121,17,104,1.33,2.76,126,121,5,8,113,2.5,1.25,17459.4717,"2","3","10",1,1,1,-84.4868193061638,39.1261525035639
"317",705576,0.01,"390610037002001","390610037002","39061003700","39061","1640",8,3,5,3,0,1,0,1,1,0,1,1,0,0,0,0,16.5,4,1,3,4,0,0,0,0,8,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8,0,8,0,0,0,4,2,2,2,3,5,4,1,0,4,0,2,772.902,"0","1","2",0,1,1,-84.4866684633644,39.1277611318513
"318",705594,0.01,"390610037002005","390610037002","39061003700","39061","1640",237,105,132,24,24,6,15,31,43,18,18,17,16,19,6,0,27.9,178,79,99,164,35,25,9,16,235,4,230,0,1,0,0,2,6,232,0,1,0,1,4,233,4,237,0,0,0,148,50,98,1.6,2.56,193,148,45,0,148,0,1.6,25096.418,"0","1","0",0,1,0,-84.4851603204148,39.126030718219
"319",705613,0.01,"390610037002000","390610037002","39061003700","39061","1640",255,103,152,5,6,7,9,9,16,25,33,11,24,44,46,20,61.4,229,86,143,226,123,110,34,76,248,16,229,1,0,0,2,7,19,235,2,1,0,5,9,246,9,255,0,0,0,197,24,173,1.29,2.96,199,197,2,8,189,2,1.26,25176.618,"4","1","7",1,1,1,-84.4850444637002,39.1276600602265
"320",705632,0,"390610037003012","390610037003","39061003700","39061","1640",64,26,38,7,6,12,10,2,9,7,8,0,1,1,1,0,18,32,10,22,29,3,2,0,2,64,7,57,0,0,0,0,0,7,57,0,0,0,0,5,59,7,64,0,0,0,22,16,6,2.91,3.63,28,22,6,8,14,2.75,3,13501.798,"0","6","1",0,1,1,-84.4849430000873,39.128910001895
"321",705649,0.02,"390610037003005","390610037003","39061003700","39061","1640",46,19,27,6,2,6,1,2,4,7,5,5,4,4,0,0,39,31,11,20,30,7,4,1,3,46,0,46,0,0,0,0,0,0,46,0,0,0,0,0,46,0,46,0,0,0,23,8,15,2,3.63,23,23,0,12,11,1.67,2.36,2087.6977,"0","0","5",0,0,1,-84.4870223855634,39.1297110340254
"322",705673,0,"390610037003004","390610037003","39061003700","39061","1640",39,14,25,11,2,1,3,11,5,2,1,1,1,0,1,0,20.5,25,5,20,17,2,1,1,0,38,0,38,0,0,0,0,1,0,39,1,0,0,0,2,37,0,39,0,0,0,18,12,6,2.17,2.5,21,18,3,0,18,0,2.17,8776.4684,"0","0","3",0,0,1,-84.4874443897247,39.1313461113937
"323",705691,0,"390610036001009","390610036001","39061003600","39061","1640",17,8,9,1,1,2,1,1,1,5,2,2,1,0,0,0,36.5,13,6,7,12,1,0,0,0,17,1,16,0,0,0,0,0,1,16,0,0,0,0,0,17,1,17,0,0,0,11,3,8,1.55,3,17,11,6,0,11,0,1.55,5465.2861,"0","0","1",0,0,1,-84.4873683974305,39.1322536511119
"324",705708,0.01,"390610037003003","390610037003","39061003700","39061","1640",107,44,63,14,8,9,8,15,8,15,9,4,3,10,3,1,24.9,74,26,48,65,16,14,6,8,107,3,104,0,0,0,0,0,3,104,0,0,0,0,0,107,3,107,0,0,0,59,25,34,1.81,2.64,63,59,4,2,57,2,1.81,20938.2875,"1","2","4",1,1,1,-84.4861664302393,39.1313066185644
"325",705727,0.01,"390610036001006","390610036001","39061003600","39061","1640",6,4,2,1,1,1,1,0,1,1,0,0,0,0,0,0,14.5,2,1,1,2,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,0,0,0,1,1,0,6,6,1,1,0,1,0,6,0,799.5032,"0","0","0",0,0,0,-84.4865355097727,39.1330357780908
"326",669057,0,"390610019002003","390610019002","39061001900","39061","1640",13,10,3,0,0,0,0,1,5,4,1,1,0,1,0,0,36.5,13,10,3,13,1,1,1,0,13,8,5,0,0,0,0,0,8,5,0,0,0,0,0,13,8,13,0,0,0,9,2,7,1.44,2,9,9,0,2,7,1.5,1.43,18472.2408,"0","0","1",0,0,1,-84.4933096676679,39.1144266668147
"327",669074,0,"390610021002028","390610021002","39061002100","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.4986763338128,39.1173933332762
"328",669090,0,"390610021002029","390610021002","39061002100","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.4985430005111,39.1173266665712
"329",669106,0.01,"390610021002027","390610021002","39061002100","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.4986350121085,39.1184686115128
"330",669124,0.03,"390610021002010","390610021002","39061002100","39061","1640",115,52,63,11,21,7,7,3,17,16,17,2,2,5,5,2,27.3,71,30,41,67,13,12,1,11,114,4,110,0,0,0,0,1,5,110,0,0,0,1,1,114,4,115,0,0,0,46,24,22,2.5,3.54,53,46,7,12,34,1.67,2.79,3608.4247,"0","1","4",0,1,1,-84.4994173751616,39.1203878173872
"331",669153,0.02,"390610021002026","390610021002","39061002100","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.4976055139806,39.1188995738818
"332",669178,0,"390610021002025","390610021002","39061002100","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.4968737293537,39.1188687796829
"333",669195,0.01,"390610021002012","390610021002","39061002100","39061","1640",15,7,8,0,1,3,0,0,2,1,4,0,1,2,1,0,45.3,11,5,6,11,4,3,2,1,15,0,15,0,0,0,0,0,0,15,0,0,0,0,0,15,0,15,0,0,0,7,4,3,2.14,3,8,7,1,4,3,2,2.33,2225.3185,"0","0","0",0,0,0,-84.4969322868013,39.1209448829048
"334",669219,0,"390610021002011","390610021002","39061002100","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.4984930004637,39.1211099995688
"335",669236,0,"390610021002009","390610021002","39061002100","39061","1640",10,6,4,0,0,0,0,0,0,1,3,1,4,1,0,0,60,10,6,4,10,5,1,0,1,10,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10,0,0,0,5,3,2,2,2.67,5,5,0,5,0,2,0,6750.2171,"0","0","0",0,0,0,-84.4984930004637,39.1218599993928
"336",669254,0.02,"390610021002007","390610021002","39061002100","39061","1640",42,20,22,1,1,1,6,2,0,7,10,3,2,5,3,1,49.5,35,16,19,32,10,9,4,5,42,6,36,0,0,0,0,0,6,36,0,0,0,0,0,42,6,42,0,0,0,22,11,11,1.91,2.73,26,22,4,17,5,1.71,2.6,2042.0725,"0","0","1",0,0,1,-84.4991232033485,39.1236901905076
"337",669279,0,"390610021002008","390610021002","39061002100","39061","1640",33,18,15,2,1,3,2,1,11,5,1,2,2,2,1,0,33.2,25,13,12,25,5,3,1,2,33,1,32,0,0,0,0,0,1,32,0,0,0,0,0,33,1,33,0,0,0,17,5,12,1.94,4,20,17,3,3,14,3,1.71,23607.9351,"0","0","1",0,0,1,-84.4983745666223,39.1234250615471
"338",669296,0.01,"390610021002002","390610021002","39061002100","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.4977468777567,39.1242048451114
"339",669317,0.01,"390610021002013","390610021002","39061002100","39061","1640",18,7,11,0,3,0,1,2,0,5,1,2,2,1,1,0,39,14,4,10,13,2,2,1,1,18,0,18,0,0,0,0,0,0,18,0,0,0,0,0,18,0,18,0,0,0,10,3,7,1.8,3.33,11,10,1,3,7,1.67,1.86,1575.7931,"0","1","0",0,1,0,-84.4965735057036,39.1238542485924
"340",669342,0.01,"390610021002001","390610021002","39061002100","39061","1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0",0,0,0,-84.4972539347791,39.124078143611
"341",669361,0,"390610019002008","390610019002","39061001900","39061","1640",119,55,64,1,12,10,9,17,27,25,13,2,1,1,1,0,27.4,89,39,50,85,3,2,1,1,110,53,55,0,2,0,0,9,60,59,1,3,0,5,2,117,53,119,0,0,0,63,19,44,1.89,3.26,68,63,5,16,47,1.94,1.87,25806.7736,"1","0","3",1,0,1,-84.4948980241022,39.1186226510429
"342",669378,0.02,"390610021002024","390610021002","39061002100","39061","1640",2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,57,2,1,1,2,1,1,0,1,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,1,1,0,2,2,1,1,0,1,0,2,0,121.2116,"0","0","2",0,0,1,-84.495776389931,39.1190243371547
"343",669402,0.01,"390610021002023","390610021002","39061002100","39061","1640",8,3,5,0,0,1,1,0,0,3,1,0,0,1,1,0,42,7,3,4,6,2,2,1,1,8,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8,0,8,0,0,0,4,2,2,2,3,4,4,0,3,1,2,2,840.433,"0","0","1",0,0,1,-84.4957875656874,39.1207346771317
"344",669426,0.06,"390610019002004","390610019002","39061001900","39061","1640",244,128,116,20,24,18,11,26,66,41,15,12,5,5,1,0,27.4,178,88,90,169,8,6,2,4,239,77,152,0,2,0,8,5,80,156,3,2,0,9,10,234,71,244,0,0,0,119,49,70,2.05,3.18,131,119,12,36,83,1.61,2.24,3806.8143,"1","0","3",1,0,1,-84.4940524657108,39.1168693068546
"345",669452,0.01,"390610019002007","390610019002","39061001900","39061","1640",162,75,87,4,3,5,9,36,66,19,16,3,0,1,0,0,27.2,147,72,75,132,1,1,0,1,153,118,29,0,6,0,0,9,122,35,1,8,4,1,2,160,116,162,0,0,0,91,19,72,1.78,3,98,91,7,16,75,1.5,1.84,14508.3466,"0","0","3",0,0,1,-84.4937383963647,39.1191682233069
"346",669472,0,"390610019002006","390610019002","39061001900","39061","1640",25,13,12,0,0,0,0,1,11,8,3,2,0,0,0,0,35.3,25,13,12,25,0,0,0,0,24,14,8,0,1,0,1,1,15,8,0,2,0,1,0,25,14,25,0,0,0,24,0,24,1.04,0,29,24,5,0,24,0,1.04,8653.9404,"0","0","2",0,0,1,-84.4932763359459,39.1206933345
"347",669489,0,"390610021002021","390610021002","39061002100","39061","1640",13,5,8,2,0,0,2,1,1,4,0,0,0,1,2,0,40.5,9,5,4,8,3,3,1,2,13,0,13,0,0,0,0,0,0,13,0,0,0,0,0,13,0,13,0,0,0,4,3,1,3.25,4,4,4,0,4,0,3.25,0,4810.0321,"0","0","0",0,0,0,-84.4959429995634,39.1217100272369
"348",669506,0,"390610021002022","390610021002","39061002100","39061","1640",21,8,13,2,0,5,4,0,1,2,2,0,3,2,0,0,18.5,11,4,7,10,3,2,0,2,21,0,21,0,0,0,0,0,0,21,0,0,0,0,0,21,0,21,0,0,0,7,5,2,3,3.8,8,7,1,3,4,2,3.75,8337.3804,"0","0","0",0,0,0,-84.4958332039153,39.1224834739774
"349",669525,0,"390610021002020","390610021002","39061002100","39061","1640",2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,54.5,2,0,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,2,0,2,1,0,3,2,1,2,0,1,0,1350.0419,"0","0","0",0,0,0,-84.4952430008216,39.1216599993964
