fid,primaryindex,TOP2,TOP3,TOP4,NXTOP2,NXTOP3,NXTOP4,N2XTOP2,N2XTOP3,N2XTOP4,LONGITUDE,LATITUDE,OBS,YIELD,N,N2,TOPO,BV,BV2,NXBV,BVXT2,BVXT3,BVXT4,BV2XT2,BV2XT3,BV2XT4,SAT,SAT2,NXSAT,SATXT2,SATXT3,SATXT4,SAT2XT2,SAT2XT3,SAT2XT4
"111","111","0","0","1","0","0","66","0","0","4356",-63.84707798,-33.05137779,"111",56.93,66,4356,"4",171.43,29388.2449,11314.38,0,0,171.43,0,0,29388.245,2.15,4.62,141.9,0,0,2.15,0,0,4.62
"112","112","0","0","1","0","0","66","0","0","4356",-63.84700713,-33.05138989,"112",54.4,66,4356,"4",175.6,30835.36,11589.6,0,0,175.6,0,0,30835.36,2.15,4.62,141.9,0,0,2.15,0,0,4.62
"113","113","0","0","1","0","0","66","0","0","4356",-63.84693628,-33.05140199,"113",59.81,66,4356,"4",179.29,32144.9041,11833.14,0,0,179.29,0,0,32144.904,2.15,4.62,141.9,0,0,2.15,0,0,4.62
"114","114","0","0","1","0","0","66","0","0","4356",-63.84686543,-33.05141409,"114",57.26,66,4356,"4",179.81,32331.6361,11867.46,0,0,179.81,0,0,32331.636,2.17,4.71,143.22,0,0,2.17,0,0,4.71
"115","115","0","0","1","0","0","66","0","0","4356",-63.84679457,-33.05142619,"115",61.25,66,4356,"4",182.46,33291.6516,12042.36,0,0,182.46,0,0,33291.652,2.18,4.75,143.88,0,0,2.18,0,0,4.75
"116","116","0","0","1","0","0","66","0","0","4356",-63.84672372,-33.05143829,"116",58.28,66,4356,"4",187.71,35235.0441,12388.86,0,0,187.71,0,0,35235.044,2.18,4.75,143.88,0,0,2.18,0,0,4.75
"117","117","0","0","1","0","0","66","0","0","4356",-63.84665287,-33.05145038,"117",54.89,66,4356,"4",187.85,35287.6225,12398.1,0,0,187.85,0,0,35287.622,2.18,4.75,143.88,0,0,2.18,0,0,4.75
"118","118","0","0","1","0","0","66","0","0","4356",-63.84658202,-33.05146248,"118",51.54,66,4356,"4",181.17,32822.5689,11957.22,0,0,181.17,0,0,32822.569,2.18,4.75,143.88,0,0,2.18,0,0,4.75
"119","119","0","1","0","0","66","0","0","4356","0",-63.84651117,-33.05147458,"119",52.85,66,4356,"3",171.8,29515.24,11338.8,0,171.8,0,0,29515.24,0,2.16,4.67,142.56,0,2.16,0,0,4.67,0
"120","120","0","1","0","0","66","0","0","4356","0",-63.84644031,-33.05148668,"120",56.19,66,4356,"3",168.95,28544.1025,11150.7,0,168.95,0,0,28544.103,0,2.16,4.67,142.56,0,2.16,0,0,4.67,0
"121","121","0","1","0","0","66","0","0","4356","0",-63.84636946,-33.05149878,"121",51.54,66,4356,"3",172.9,29894.41,11411.4,0,172.9,0,0,29894.41,0,2.15,4.62,141.9,0,2.15,0,0,4.62,0
"122","122","0","1","0","0","66","0","0","4356","0",-63.84629861,-33.05151087,"122",56.54,66,4356,"3",175.74,30884.5476,11598.84,0,175.74,0,0,30884.548,0,2.13,4.54,140.58,0,2.13,0,0,4.54,0
"123","123","0","1","0","0","66","0","0","4356","0",-63.84622776,-33.05152297,"123",51.65,66,4356,"3",184.15,33911.2225,12153.9,0,184.15,0,0,33911.223,0,2.14,4.58,141.24,0,2.14,0,0,4.58,0
"124","124","0","1","0","0","66","0","0","4356","0",-63.8461569,-33.05153507,"124",51.4,66,4356,"3",187.42,35126.2564,12369.72,0,187.42,0,0,35126.256,0,2.15,4.62,141.9,0,2.15,0,0,4.62,0
"125","125","0","1","0","0","66","0","0","4356","0",-63.84608605,-33.05154717,"125",53.39,66,4356,"3",190.91,36446.6281,12600.06,0,190.91,0,0,36446.628,0,2.15,4.62,141.9,0,2.15,0,0,4.62,0
"126","126","0","1","0","0","66","0","0","4356","0",-63.8460152,-33.05155927,"126",53.13,66,4356,"3",190.67,36355.0489,12584.22,0,190.67,0,0,36355.049,0,2.15,4.62,141.9,0,2.15,0,0,4.62,0
"127","127","0","1","0","0","66","0","0","4356","0",-63.84594435,-33.05157136,"127",51.24,66,4356,"3",189.16,35781.5056,12484.56,0,189.16,0,0,35781.506,0,2.15,4.62,141.9,0,2.15,0,0,4.62,0
"128","128","0","1","0","0","66","0","0","4356","0",-63.84587349,-33.05158346,"128",49.65,66,4356,"3",188.37,35483.2569,12432.42,0,188.37,0,0,35483.257,0,2.13,4.54,140.58,0,2.13,0,0,4.54,0
"129","129","0","1","0","0","66","0","0","4356","0",-63.84580264,-33.05159556,"129",50.44,66,4356,"3",194.5,37830.25,12837,0,194.5,0,0,37830.25,0,2.13,4.54,140.58,0,2.13,0,0,4.54,0
"130","130","0","1","0","0","66","0","0","4356","0",-63.84573179,-33.05160766,"130",51.56,66,4356,"3",196.12,38463.0544,12943.92,0,196.12,0,0,38463.054,0,2.13,4.54,140.58,0,2.13,0,0,4.54,0
"131","131","0","1","0","0","66","0","0","4356","0",-63.84566094,-33.05161975,"131",51.94,66,4356,"3",192.67,37121.7289,12716.22,0,192.67,0,0,37121.729,0,2.13,4.54,140.58,0,2.13,0,0,4.54,0
"132","132","0","1","0","0","66","0","0","4356","0",-63.84559008,-33.05163185,"132",57.73,66,4356,"3",189.02,35728.5604,12475.32,0,189.02,0,0,35728.56,0,2.15,4.62,141.9,0,2.15,0,0,4.62,0
"133","133","0","1","0","0","66","0","0","4356","0",-63.84551923,-33.05164395,"133",58.36,66,4356,"3",188.79,35641.6641,12460.14,0,188.79,0,0,35641.664,0,2.15,4.62,141.9,0,2.15,0,0,4.62,0
"134","134","0","1","0","0","66","0","0","4356","0",-63.84544838,-33.05165605,"134",58.48,66,4356,"3",182.68,33371.9824,12056.88,0,182.68,0,0,33371.982,0,2.15,4.62,141.9,0,2.15,0,0,4.62,0
"135","135","0","1","0","0","66","0","0","4356","0",-63.84537753,-33.05166815,"135",57.31,66,4356,"3",181.31,32873.3161,11966.46,0,181.31,0,0,32873.316,0,2.15,4.62,141.9,0,2.15,0,0,4.62,0
"136","136","1","0","0","66","0","0","4356","0","0",-63.84530667,-33.05168024,"136",60.75,66,4356,"2",184.9,34188.01,12203.4,184.9,0,0,34188.01,0,0,2.15,4.62,141.9,2.15,0,0,4.62,0,0
"137","137","1","0","0","66","0","0","4356","0","0",-63.84523582,-33.05169234,"137",63.34,66,4356,"2",184.74,34128.8676,12192.84,184.74,0,0,34128.868,0,0,2.17,4.71,143.22,2.17,0,0,4.71,0,0
"138","138","1","0","0","66","0","0","4356","0","0",-63.84516497,-33.05170444,"138",65.69,66,4356,"2",185.14,34276.8196,12219.24,185.14,0,0,34276.82,0,0,2.17,4.71,143.22,2.17,0,0,4.71,0,0
"139","139","1","0","0","66","0","0","4356","0","0",-63.84509412,-33.05171653,"139",67.21,66,4356,"2",178.14,31733.8596,11757.24,178.14,0,0,31733.86,0,0,2.17,4.71,143.22,2.17,0,0,4.71,0,0
"140","140","1","0","0","66","0","0","4356","0","0",-63.84502326,-33.05172863,"140",62.05,66,4356,"2",170.2,28968.04,11233.2,170.2,0,0,28968.04,0,0,2.17,4.71,143.22,2.17,0,0,4.71,0,0
"141","141","1","0","0","66","0","0","4356","0","0",-63.84495241,-33.05174073,"141",63.48,66,4356,"2",174.08,30303.8464,11489.28,174.08,0,0,30303.846,0,0,2.17,4.71,143.22,2.17,0,0,4.71,0,0
"142","142","1","0","0","66","0","0","4356","0","0",-63.84488156,-33.05175283,"142",65.78,66,4356,"2",174.18,30338.6724,11495.88,174.18,0,0,30338.672,0,0,2.17,4.71,143.22,2.17,0,0,4.71,0,0
"143","143","1","0","0","66","0","0","4356","0","0",-63.84481071,-33.05176492,"143",65.76,66,4356,"2",172.76,29846.0176,11402.16,172.76,0,0,29846.018,0,0,2.17,4.71,143.22,2.17,0,0,4.71,0,0
"144","144","1","0","0","66","0","0","4356","0","0",-63.84473985,-33.05177702,"144",67.64,66,4356,"2",171.95,29566.8025,11348.7,171.95,0,0,29566.803,0,0,2.17,4.71,143.22,2.17,0,0,4.71,0,0
"145","145","1","0","0","66","0","0","4356","0","0",-63.844669,-33.05178912,"145",65.51,66,4356,"2",170.82,29179.4724,11274.12,170.82,0,0,29179.472,0,0,2.23,4.97,147.18,2.23,0,0,4.97,0,0
"146","146","1","0","0","66","0","0","4356","0","0",-63.84459815,-33.05180121,"146",65.28,66,4356,"2",173.58,30130.0164,11456.28,173.58,0,0,30130.016,0,0,2.19,4.8,144.54,2.19,0,0,4.8,0,0
"147","147","1","0","0","66","0","0","4356","0","0",-63.84452729,-33.05181331,"147",62.99,66,4356,"2",171.83,29525.5489,11340.78,171.83,0,0,29525.549,0,0,2.2,4.84,145.2,2.2,0,0,4.84,0,0
"148","148","1","0","0","66","0","0","4356","0","0",-63.84445644,-33.05182541,"148",65.33,66,4356,"2",170.88,29199.9744,11278.08,170.88,0,0,29199.974,0,0,2.15,4.62,141.9,2.15,0,0,4.62,0,0
"149","149","1","0","0","66","0","0","4356","0","0",-63.84438559,-33.05183751,"149",67.52,66,4356,"2",170.9,29206.81,11279.4,170.9,0,0,29206.81,0,0,2.15,4.62,141.9,2.15,0,0,4.62,0,0
"150","150","1","0","0","66","0","0","4356","0","0",-63.84431474,-33.0518496,"150",64.99,66,4356,"2",168.11,28260.9721,11095.26,168.11,0,0,28260.972,0,0,2.15,4.62,141.9,2.15,0,0,4.62,0,0
"151","151","1","0","0","66","0","0","4356","0","0",-63.84424388,-33.0518617,"151",61.86,66,4356,"2",169.8,28832.04,11206.8,169.8,0,0,28832.04,0,0,2.15,4.62,141.9,2.15,0,0,4.62,0,0
"152","152","1","0","0","66","0","0","4356","0","0",-63.84417303,-33.0518738,"152",62.73,66,4356,"2",165.64,27436.6096,10932.24,165.64,0,0,27436.61,0,0,2.15,4.62,141.9,2.15,0,0,4.62,0,0
"153","153","1","0","0","66","0","0","4356","0","0",-63.84410218,-33.05188589,"153",65.82,66,4356,"2",166.5,27722.25,10989,166.5,0,0,27722.25,0,0,2.15,4.62,141.9,2.15,0,0,4.62,0,0
"154","154","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84403132,-33.05189799,"154",66.91,66,4356,"1",164.15,26945.2225,10833.9,-164.15,-164.15,-164.15,-26945.223,-26945.223,-26945.223,2.14,4.58,141.24,-2.14,-2.14,-2.14,-4.58,-4.58,-4.58
"155","155","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84396047,-33.05191009,"155",69.94,66,4356,"1",164.84,27172.2256,10879.44,-164.84,-164.84,-164.84,-27172.226,-27172.226,-27172.226,2.13,4.54,140.58,-2.13,-2.13,-2.13,-4.54,-4.54,-4.54
"156","156","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84388962,-33.05192218,"156",69.84,66,4356,"1",168.07,28247.5249,11092.62,-168.07,-168.07,-168.07,-28247.525,-28247.525,-28247.525,2.13,4.54,140.58,-2.13,-2.13,-2.13,-4.54,-4.54,-4.54
"157","157","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84381876,-33.05193428,"157",63.47,66,4356,"1",166.42,27695.6164,10983.72,-166.42,-166.42,-166.42,-27695.616,-27695.616,-27695.616,2.13,4.54,140.58,-2.13,-2.13,-2.13,-4.54,-4.54,-4.54
"158","158","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84374791,-33.05194638,"158",67.49,66,4356,"1",170.12,28940.8144,11227.92,-170.12,-170.12,-170.12,-28940.814,-28940.814,-28940.814,2.13,4.54,140.58,-2.13,-2.13,-2.13,-4.54,-4.54,-4.54
"159","159","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84367706,-33.05195847,"159",65.73,66,4356,"1",165.35,27340.6225,10913.1,-165.35,-165.35,-165.35,-27340.623,-27340.623,-27340.623,2.13,4.54,140.58,-2.13,-2.13,-2.13,-4.54,-4.54,-4.54
"160","160","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.8436062,-33.05197057,"160",62.5,66,4356,"1",167.6,28089.76,11061.6,-167.6,-167.6,-167.6,-28089.76,-28089.76,-28089.76,2.13,4.54,140.58,-2.13,-2.13,-2.13,-4.54,-4.54,-4.54
"161","161","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84353535,-33.05198267,"161",61.69,66,4356,"1",166.68,27782.2224,11000.88,-166.68,-166.68,-166.68,-27782.222,-27782.222,-27782.222,2.13,4.54,140.58,-2.13,-2.13,-2.13,-4.54,-4.54,-4.54
"162","162","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.8434645,-33.05199476,"162",59.64,66,4356,"1",169.23,28638.7929,11169.18,-169.23,-169.23,-169.23,-28638.793,-28638.793,-28638.793,2.13,4.54,140.58,-2.13,-2.13,-2.13,-4.54,-4.54,-4.54
"163","163","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84339365,-33.05200686,"163",62.04,66,4356,"1",172.31,29690.7361,11372.46,-172.31,-172.31,-172.31,-29690.736,-29690.736,-29690.736,2.15,4.62,141.9,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"164","164","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84332279,-33.05201895,"164",61.49,66,4356,"1",167.09,27919.0681,11027.94,-167.09,-167.09,-167.09,-27919.068,-27919.068,-27919.068,2.15,4.62,141.9,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"165","165","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84325194,-33.05203105,"165",65.75,66,4356,"1",161.91,26214.8481,10686.06,-161.91,-161.91,-161.91,-26214.848,-26214.848,-26214.848,2.15,4.62,141.9,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"166","166","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84318109,-33.05204315,"166",67.49,66,4356,"1",156.58,24517.2964,10334.28,-156.58,-156.58,-156.58,-24517.296,-24517.296,-24517.296,2.15,4.62,141.9,-2.15,-2.15,-2.15,-4.62,-4.62,-4.62
"167","167","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84311023,-33.05205524,"167",69.6,66,4356,"1",163.08,26595.0864,10763.28,-163.08,-163.08,-163.08,-26595.086,-26595.086,-26595.086,2.16,4.67,142.56,-2.16,-2.16,-2.16,-4.67,-4.67,-4.67
"168","168","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84303938,-33.05206734,"168",67.42,66,4356,"1",162.1,26276.41,10698.6,-162.1,-162.1,-162.1,-26276.41,-26276.41,-26276.41,2.17,4.71,143.22,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"169","169","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84296853,-33.05207944,"169",60.94,66,4356,"1",168.82,28500.1924,11142.12,-168.82,-168.82,-168.82,-28500.192,-28500.192,-28500.192,2.17,4.71,143.22,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"170","170","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84289767,-33.05209153,"170",65.7,66,4356,"1",168.63,28436.0769,11129.58,-168.63,-168.63,-168.63,-28436.077,-28436.077,-28436.077,2.17,4.71,143.22,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"171","171","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84282682,-33.05210363,"171",66.35,66,4356,"1",169.38,28689.5844,11179.08,-169.38,-169.38,-169.38,-28689.584,-28689.584,-28689.584,2.17,4.71,143.22,-2.17,-2.17,-2.17,-4.71,-4.71,-4.71
"172","172","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84275597,-33.05211572,"172",64.74,66,4356,"1",167.21,27959.1841,11035.86,-167.21,-167.21,-167.21,-27959.184,-27959.184,-27959.184,2.16,4.67,142.56,-2.16,-2.16,-2.16,-4.67,-4.67,-4.67
"173","173","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84268511,-33.05212782,"173",67.27,66,4356,"1",165.73,27466.4329,10938.18,-165.73,-165.73,-165.73,-27466.433,-27466.433,-27466.433,2.16,4.67,142.56,-2.16,-2.16,-2.16,-4.67,-4.67,-4.67
"174","174","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84261426,-33.05213992,"174",65.13,66,4356,"1",163.64,26778.0496,10800.24,-163.64,-163.64,-163.64,-26778.05,-26778.05,-26778.05,2.14,4.58,141.24,-2.14,-2.14,-2.14,-4.58,-4.58,-4.58
"175","175","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84254341,-33.05215201,"175",66.81,66,4356,"1",170.45,29053.2025,11249.7,-170.45,-170.45,-170.45,-29053.202,-29053.202,-29053.202,2.13,4.54,140.58,-2.13,-2.13,-2.13,-4.54,-4.54,-4.54
"176","176","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84247255,-33.05216411,"176",68.64,66,4356,"1",172.93,29904.7849,11413.38,-172.93,-172.93,-172.93,-29904.785,-29904.785,-29904.785,2.13,4.54,140.58,-2.13,-2.13,-2.13,-4.54,-4.54,-4.54
"177","177","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.8424017,-33.0521762,"177",71.81,66,4356,"1",169.09,28591.4281,11159.94,-169.09,-169.09,-169.09,-28591.428,-28591.428,-28591.428,2.13,4.54,140.58,-2.13,-2.13,-2.13,-4.54,-4.54,-4.54
"178","178","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84233085,-33.0521883,"178",74.68,66,4356,"1",171.86,29535.8596,11342.76,-171.86,-171.86,-171.86,-29535.86,-29535.86,-29535.86,2.13,4.54,140.58,-2.13,-2.13,-2.13,-4.54,-4.54,-4.54
"179","179","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84225999,-33.0522004,"179",74.74,66,4356,"1",177.38,31463.6644,11707.08,-177.38,-177.38,-177.38,-31463.664,-31463.664,-31463.664,2.13,4.54,140.58,-2.13,-2.13,-2.13,-4.54,-4.54,-4.54
"180","180","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84218914,-33.05221249,"180",78.31,66,4356,"1",179.97,32389.2009,11878.02,-179.97,-179.97,-179.97,-32389.201,-32389.201,-32389.201,2.09,4.37,137.94,-2.09,-2.09,-2.09,-4.37,-4.37,-4.37
"181","181","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84211828,-33.05222459,"181",76.52,66,4356,"1",170.83,29182.8889,11274.78,-170.83,-170.83,-170.83,-29182.889,-29182.889,-29182.889,2.07,4.28,136.62,-2.07,-2.07,-2.07,-4.28,-4.28,-4.28
"182","182","-1","-1","-1","-66","-66","-66","-4356","-4356","-4356",-63.84204743,-33.05223668,"182",77.38,66,4356,"1",169.38,28689.5844,11179.08,-169.38,-169.38,-169.38,-28689.584,-28689.584,-28689.584,2.07,4.28,136.62,-2.07,-2.07,-2.07,-4.28,-4.28,-4.28
"183","183","0","0","1","0","0","106","0","0","11236",-63.84883491,-33.05101565,"183",81.5,106,11236,"4",165.68,27449.8624,17562.08,0,0,165.68,0,0,27449.862,2.21,4.88,234.26,0,0,2.21,0,0,4.88
"184","184","0","0","1","0","0","106","0","0","11236",-63.84876406,-33.05102775,"184",79.31,106,11236,"4",174.81,30558.5361,18529.86,0,0,174.81,0,0,30558.536,2.22,4.93,235.32,0,0,2.22,0,0,4.93
"185","185","0","0","1","0","0","106","0","0","11236",-63.84869321,-33.05103985,"185",74.91,106,11236,"4",168.56,28412.4736,17867.36,0,0,168.56,0,0,28412.474,2.24,5.02,237.44,0,0,2.24,0,0,5.02
"186","186","0","0","1","0","0","106","0","0","11236",-63.84862236,-33.05105195,"186",83.33,106,11236,"4",171.92,29556.4864,18223.52,0,0,171.92,0,0,29556.486,2.24,5.02,237.44,0,0,2.24,0,0,5.02
"187","187","0","0","1","0","0","106","0","0","11236",-63.84855151,-33.05106405,"187",80.1,106,11236,"4",171.91,29553.0481,18222.46,0,0,171.91,0,0,29553.048,2.24,5.02,237.44,0,0,2.24,0,0,5.02
"188","188","0","0","1","0","0","106","0","0","11236",-63.84848066,-33.05107615,"188",80.86,106,11236,"4",168.64,28439.4496,17875.84,0,0,168.64,0,0,28439.45,2.24,5.02,237.44,0,0,2.24,0,0,5.02
"189","189","0","0","1","0","0","106","0","0","11236",-63.8484098,-33.05108825,"189",76.27,106,11236,"4",174.57,30474.6849,18504.42,0,0,174.57,0,0,30474.685,2.21,4.88,234.26,0,0,2.21,0,0,4.88
"190","190","0","0","1","0","0","106","0","0","11236",-63.84833895,-33.05110035,"190",78,106,11236,"4",176.03,30986.5609,18659.18,0,0,176.03,0,0,30986.561,2.18,4.75,231.08,0,0,2.18,0,0,4.75
"191","191","0","0","1","0","0","106","0","0","11236",-63.8482681,-33.05111245,"191",72.3,106,11236,"4",176.12,31018.2544,18668.72,0,0,176.12,0,0,31018.254,2.18,4.75,231.08,0,0,2.18,0,0,4.75
"192","192","0","0","1","0","0","106","0","0","11236",-63.84819725,-33.05112455,"192",79.54,106,11236,"4",176.8,31258.24,18740.8,0,0,176.8,0,0,31258.24,2.18,4.75,231.08,0,0,2.18,0,0,4.75
"193","193","0","0","1","0","0","106","0","0","11236",-63.8481264,-33.05113665,"193",74.83,106,11236,"4",171.71,29484.3241,18201.26,0,0,171.71,0,0,29484.324,2.18,4.75,231.08,0,0,2.18,0,0,4.75
"194","194","0","0","1","0","0","106","0","0","11236",-63.84805554,-33.05114874,"194",80.84,106,11236,"4",172.69,29821.8361,18305.14,0,0,172.69,0,0,29821.836,2.15,4.62,227.9,0,0,2.15,0,0,4.62
"195","195","0","0","1","0","0","106","0","0","11236",-63.84798469,-33.05116084,"195",80.94,106,11236,"4",168.17,28281.1489,17826.02,0,0,168.17,0,0,28281.149,2.15,4.62,227.9,0,0,2.15,0,0,4.62
"196","196","0","0","1","0","0","106","0","0","11236",-63.84791384,-33.05117294,"196",72.18,106,11236,"4",173.64,30150.8496,18405.84,0,0,173.64,0,0,30150.85,2.14,4.58,226.84,0,0,2.14,0,0,4.58
"197","197","0","0","1","0","0","106","0","0","11236",-63.84784299,-33.05118504,"197",67.13,106,11236,"4",172.67,29814.9289,18303.02,0,0,172.67,0,0,29814.929,2.13,4.54,225.78,0,0,2.13,0,0,4.54
"198","198","0","0","1","0","0","106","0","0","11236",-63.84777214,-33.05119714,"198",70.44,106,11236,"4",174.36,30401.4096,18482.16,0,0,174.36,0,0,30401.41,2.1,4.41,222.6,0,0,2.1,0,0,4.41
"199","199","0","0","1","0","0","106","0","0","11236",-63.84770129,-33.05120924,"199",68.75,106,11236,"4",176.05,30993.6025,18661.3,0,0,176.05,0,0,30993.603,2.1,4.41,222.6,0,0,2.1,0,0,4.41
"200","200","0","0","1","0","0","106","0","0","11236",-63.84763043,-33.05122134,"200",70.61,106,11236,"4",177.36,31456.5696,18800.16,0,0,177.36,0,0,31456.57,2.1,4.41,222.6,0,0,2.1,0,0,4.41
"201","201","0","0","1","0","0","106","0","0","11236",-63.84755958,-33.05123344,"201",69.85,106,11236,"4",174.58,30478.1764,18505.48,0,0,174.58,0,0,30478.176,2.1,4.41,222.6,0,0,2.1,0,0,4.41
"202","202","0","0","1","0","0","106","0","0","11236",-63.84748873,-33.05124553,"202",66.52,106,11236,"4",176.05,30993.6025,18661.3,0,0,176.05,0,0,30993.603,2.1,4.41,222.6,0,0,2.1,0,0,4.41
"203","203","0","0","1","0","0","106","0","0","11236",-63.84741788,-33.05125763,"203",68.72,106,11236,"4",171.97,29573.6809,18228.82,0,0,171.97,0,0,29573.681,2.08,4.33,220.48,0,0,2.08,0,0,4.33
"204","204","0","0","1","0","0","106","0","0","11236",-63.84734703,-33.05126973,"204",65.25,106,11236,"4",174.29,30377.0041,18474.74,0,0,174.29,0,0,30377.004,2.08,4.33,220.48,0,0,2.08,0,0,4.33
"205","205","0","0","1","0","0","106","0","0","11236",-63.84727617,-33.05128183,"205",63.76,106,11236,"4",173.85,30223.8225,18428.1,0,0,173.85,0,0,30223.822,2.08,4.33,220.48,0,0,2.08,0,0,4.33
"206","206","0","0","1","0","0","106","0","0","11236",-63.84720532,-33.05129393,"206",67.64,106,11236,"4",174.31,30383.9761,18476.86,0,0,174.31,0,0,30383.976,2.08,4.33,220.48,0,0,2.08,0,0,4.33
"207","207","0","0","1","0","0","106","0","0","11236",-63.84713447,-33.05130603,"207",70.26,106,11236,"4",173.68,30164.7424,18410.08,0,0,173.68,0,0,30164.742,2.15,4.62,227.9,0,0,2.15,0,0,4.62
"208","208","0","0","1","0","0","106","0","0","11236",-63.84706362,-33.05131813,"208",62.88,106,11236,"4",172.98,29922.0804,18335.88,0,0,172.98,0,0,29922.08,2.15,4.62,227.9,0,0,2.15,0,0,4.62
"209","209","0","0","1","0","0","106","0","0","11236",-63.84699277,-33.05133022,"209",61.25,106,11236,"4",174.76,30541.0576,18524.56,0,0,174.76,0,0,30541.058,2.15,4.62,227.9,0,0,2.15,0,0,4.62
"210","210","0","0","1","0","0","106","0","0","11236",-63.84692191,-33.05134232,"210",64.11,106,11236,"4",181.8,33051.24,19270.8,0,0,181.8,0,0,33051.24,2.15,4.62,227.9,0,0,2.15,0,0,4.62
"211","211","0","0","1","0","0","106","0","0","11236",-63.84685106,-33.05135442,"211",64.04,106,11236,"4",183.44,33650.2336,19444.64,0,0,183.44,0,0,33650.234,2.18,4.75,231.08,0,0,2.18,0,0,4.75
"212","212","0","0","1","0","0","106","0","0","11236",-63.84678021,-33.05136652,"212",67.7,106,11236,"4",186,34596,19716,0,0,186,0,0,34596,2.18,4.75,231.08,0,0,2.18,0,0,4.75
"213","213","0","0","1","0","0","106","0","0","11236",-63.84670936,-33.05137862,"213",64.92,106,11236,"4",184.03,33867.0409,19507.18,0,0,184.03,0,0,33867.041,2.18,4.75,231.08,0,0,2.18,0,0,4.75
"214","214","0","0","1","0","0","106","0","0","11236",-63.8466385,-33.05139072,"214",64.36,106,11236,"4",183.19,33558.5761,19418.14,0,0,183.19,0,0,33558.576,2.18,4.75,231.08,0,0,2.18,0,0,4.75
"215","215","0","0","1","0","0","106","0","0","11236",-63.84656765,-33.05140281,"215",62.51,106,11236,"4",170.95,29223.9025,18120.7,0,0,170.95,0,0,29223.903,2.18,4.75,231.08,0,0,2.18,0,0,4.75
"216","216","0","1","0","0","106","0","0","11236","0",-63.8464968,-33.05141491,"216",63.75,106,11236,"3",169.68,28791.3024,17986.08,0,169.68,0,0,28791.302,0,2.18,4.75,231.08,0,2.18,0,0,4.75,0
"217","217","0","1","0","0","106","0","0","11236","0",-63.84642595,-33.05142701,"217",61.59,106,11236,"3",171.16,29295.7456,18142.96,0,171.16,0,0,29295.746,0,2.18,4.75,231.08,0,2.18,0,0,4.75,0
"218","218","0","1","0","0","106","0","0","11236","0",-63.8463551,-33.05143911,"218",62.53,106,11236,"3",171.6,29446.56,18189.6,0,171.6,0,0,29446.56,0,2.18,4.75,231.08,0,2.18,0,0,4.75,0
"219","219","0","1","0","0","106","0","0","11236","0",-63.84628424,-33.05145121,"219",52.86,106,11236,"3",182.02,33131.2804,19294.12,0,182.02,0,0,33131.28,0,2.18,4.75,231.08,0,2.18,0,0,4.75,0
