fid,primaryindex,ID,TOP3,TOP2,TOP4,NXTOP2,NXTOP3,NXTOP4,N2XTOP2,N2XTOP3,N2XTOP4,LONGITUDE,LATITUDE,YIELD,TOPO,OBS,N,N2,BV,BV2,NXBV,BVXT2,BVXT3,BVXT4,BV2XT2,BV2XT3,BV2XT4
"137","137","2569","1","0","0",0,75.4,0,0,5685.16,0,-63.84558534,-33.05092109,40.47,"3","137",75.4,5685.16,191.1,36519.21,14408.94,0,191.1,0,0,36519.21,0
"138","138","2570","1","0","0",0,75.4,0,0,5685.16,0,-63.84551507,-33.05094556,40.99,"3","138",75.4,5685.16,182.06,33145.844,13727.324,0,182.06,0,0,33145.84,0
"139","139","2571","1","0","0",0,75.4,0,0,5685.16,0,-63.84544479,-33.05097002,42.91,"3","139",75.4,5685.16,182.02,33131.28,13724.308,0,182.02,0,0,33131.28,0
"140","140","2572","1","0","0",0,75.4,0,0,5685.16,0,-63.84537452,-33.05099449,46.73,"3","140",75.4,5685.16,186.08,34625.766,14030.432,0,186.08,0,0,34625.77,0
"141","141","2573","1","0","0",0,75.4,0,0,5685.16,0,-63.84530425,-33.05101896,47.39,"3","141",75.4,5685.16,189.81,36027.836,14311.674,0,189.81,0,0,36027.84,0
"142","142","2574","1","0","0",0,75.4,0,0,5685.16,0,-63.84523397,-33.05104342,42.09,"3","142",75.4,5685.16,186.64,34834.49,14072.656,0,186.64,0,0,34834.49,0
"143","143","2575","1","0","0",0,75.4,0,0,5685.16,0,-63.8451637,-33.05106789,48.28,"3","143",75.4,5685.16,187.97,35332.721,14172.938,0,187.97,0,0,35332.72,0
"144","144","2576","0","1","0",75.4,0,0,5685.16,0,0,-63.84509343,-33.05109235,51.87,"2","144",75.4,5685.16,188.43,35505.865,14207.622,188.43,0,0,35505.86,0,0
"145","145","2577","0","1","0",75.4,0,0,5685.16,0,0,-63.84502315,-33.05111682,50.4,"2","145",75.4,5685.16,186.97,34957.781,14097.538,186.97,0,0,34957.78,0,0
"146","146","2578","0","1","0",75.4,0,0,5685.16,0,0,-63.84495288,-33.05114129,60.67,"2","146",75.4,5685.16,182.6,33342.76,13768.04,182.6,0,0,33342.76,0,0
"147","147","2579","0","1","0",75.4,0,0,5685.16,0,0,-63.8448826,-33.05116575,75.83,"2","147",75.4,5685.16,177.89,31644.852,13412.906,177.89,0,0,31644.85,0,0
"148","148","2580","0","1","0",75.4,0,0,5685.16,0,0,-63.84481233,-33.05119022,75.48,"2","148",75.4,5685.16,180.7,32652.49,13624.78,180.7,0,0,32652.49,0,0
"149","149","2581","0","1","0",75.4,0,0,5685.16,0,0,-63.84474206,-33.05121469,87.22,"2","149",75.4,5685.16,176.01,30979.52,13271.154,176.01,0,0,30979.52,0,0
"150","150","2582","0","1","0",75.4,0,0,5685.16,0,0,-63.84467178,-33.05123915,93.85,"2","150",75.4,5685.16,171.43,29388.245,12925.822,171.43,0,0,29388.24,0,0
"151","151","2583","0","1","0",75.4,0,0,5685.16,0,0,-63.84460151,-33.05126362,94.17,"2","151",75.4,5685.16,169.5,28730.25,12780.3,169.5,0,0,28730.25,0,0
"152","152","2584","0","1","0",75.4,0,0,5685.16,0,0,-63.84453123,-33.05128808,100.12,"2","152",75.4,5685.16,168.61,28429.332,12713.194,168.61,0,0,28429.33,0,0
"153","153","2585","0","1","0",75.4,0,0,5685.16,0,0,-63.84446096,-33.05131255,102.24,"2","153",75.4,5685.16,172.4,29721.76,12998.96,172.4,0,0,29721.76,0,0
"154","154","2586","0","1","0",75.4,0,0,5685.16,0,0,-63.84439069,-33.05133702,100.87,"2","154",75.4,5685.16,172.39,29718.312,12998.206,172.39,0,0,29718.31,0,0
"155","155","2587","0","1","0",75.4,0,0,5685.16,0,0,-63.84432041,-33.05136148,99.4,"2","155",75.4,5685.16,177.5,31506.25,13383.5,177.5,0,0,31506.25,0,0
"156","156","2588","0","1","0",75.4,0,0,5685.16,0,0,-63.84425014,-33.05138595,99.57,"2","156",75.4,5685.16,173.73,30182.113,13099.242,173.73,0,0,30182.11,0,0
"157","157","2589","0","1","0",75.4,0,0,5685.16,0,0,-63.84417986,-33.05141041,102.08,"2","157",75.4,5685.16,170.96,29227.322,12890.384,170.96,0,0,29227.32,0,0
"158","158","2590","0","1","0",75.4,0,0,5685.16,0,0,-63.84410959,-33.05143488,95.02,"2","158",75.4,5685.16,171.05,29258.103,12897.17,171.05,0,0,29258.1,0,0
"159","159","2591","0","1","0",75.4,0,0,5685.16,0,0,-63.84403932,-33.05145935,102.3,"2","159",75.4,5685.16,162.97,26559.221,12287.938,162.97,0,0,26559.22,0,0
"160","160","2592","0","1","0",75.4,0,0,5685.16,0,0,-63.84396904,-33.05148381,100.09,"2","160",75.4,5685.16,167.63,28099.817,12639.302,167.63,0,0,28099.82,0,0
"161","161","2593","0","1","0",75.4,0,0,5685.16,0,0,-63.84389877,-33.05150828,103.22,"2","161",75.4,5685.16,166.37,27678.977,12544.298,166.37,0,0,27678.98,0,0
"162","162","2594","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84382849,-33.05153274,101.53,"1","162",75.4,5685.16,173.45,30084.902,13078.13,-173.45,-173.45,-173.45,-30084.9,-30084.9,-30084.9
"163","163","2595","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84375822,-33.05155721,102.69,"1","163",75.4,5685.16,172.26,29673.508,12988.404,-172.26,-172.26,-172.26,-29673.51,-29673.5,-29673.5
"164","164","2596","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84368794,-33.05158168,101.32,"1","164",75.4,5685.16,170.77,29162.393,12876.058,-170.77,-170.77,-170.77,-29162.39,-29162.3,-29162.3
"165","165","2597","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84361767,-33.05160614,104.06,"1","165",75.4,5685.16,162.86,26523.38,12279.644,-162.86,-162.86,-162.86,-26523.38,-26523.3,-26523.3
"166","166","2598","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84354739,-33.05163061,103.8,"1","166",75.4,5685.16,169.12,28601.574,12751.648,-169.12,-169.12,-169.12,-28601.57,-28601.5,-28601.5
"167","167","2599","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84347712,-33.05165507,99.78,"1","167",75.4,5685.16,170.29,28998.684,12839.866,-170.29,-170.29,-170.29,-28998.68,-28998.6,-28998.6
"168","168","2600","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84340684,-33.05167954,100.01,"1","168",75.4,5685.16,173.74,30185.588,13099.996,-173.74,-173.74,-173.74,-30185.59,-30185.5,-30185.5
"169","169","2601","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84333657,-33.051704,104,"1","169",75.4,5685.16,167.62,28096.464,12638.548,-167.62,-167.62,-167.62,-28096.46,-28096.4,-28096.4
"170","170","2602","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.8432663,-33.05172847,102.72,"1","170",75.4,5685.16,173.91,30244.688,13112.814,-173.91,-173.91,-173.91,-30244.69,-30244.6,-30244.6
"171","171","2603","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84319602,-33.05175293,108.95,"1","171",75.4,5685.16,163.38,26693.024,12318.852,-163.38,-163.38,-163.38,-26693.02,-26693,-26693
"172","172","2604","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84312575,-33.0517774,104.61,"1","172",75.4,5685.16,163.92,26869.766,12359.568,-163.92,-163.92,-163.92,-26869.77,-26869.7,-26869.7
"173","173","2605","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84305547,-33.05180186,101.47,"1","173",75.4,5685.16,160.89,25885.592,12131.106,-160.89,-160.89,-160.89,-25885.59,-25885.5,-25885.5
"174","174","2606","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.8429852,-33.05182633,107.03,"1","174",75.4,5685.16,162.09,26273.168,12221.586,-162.09,-162.09,-162.09,-26273.17,-26273.1,-26273.1
"175","175","2607","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84291492,-33.05185079,99.83,"1","175",75.4,5685.16,162.12,26282.894,12223.848,-162.12,-162.12,-162.12,-26282.89,-26282.8,-26282.8
"176","176","2608","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84284465,-33.05187526,105.2,"1","176",75.4,5685.16,164.55,27076.703,12407.07,-164.55,-164.55,-164.55,-27076.7,-27076.7,-27076.7
"177","177","2609","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84277437,-33.05189972,98.17,"1","177",75.4,5685.16,162.76,26490.818,12272.104,-162.76,-162.76,-162.76,-26490.82,-26490.8,-26490.8
"178","178","2610","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.8427041,-33.05192419,104.46,"1","178",75.4,5685.16,163.17,26624.449,12303.018,-163.17,-163.17,-163.17,-26624.45,-26624.4,-26624.4
"179","179","2611","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84263382,-33.05194865,98.68,"1","179",75.4,5685.16,164.29,26991.204,12387.466,-164.29,-164.29,-164.29,-26991.2,-26991.2,-26991.2
"180","180","2612","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84256355,-33.05197312,96.34,"1","180",75.4,5685.16,165.25,27307.563,12459.85,-165.25,-165.25,-165.25,-27307.56,-27307.5,-27307.5
"181","181","2613","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84249327,-33.05199758,102.12,"1","181",75.4,5685.16,177.52,31513.35,13385.008,-177.52,-177.52,-177.52,-31513.35,-31513.3,-31513.3
"182","182","2614","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.842423,-33.05202205,95.65,"1","182",75.4,5685.16,172.13,29628.737,12978.602,-172.13,-172.13,-172.13,-29628.74,-29628.7,-29628.7
"183","183","2615","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84235272,-33.05204651,102.62,"1","183",75.4,5685.16,174.66,30506.116,13169.364,-174.66,-174.66,-174.66,-30506.12,-30506.1,-30506.1
"184","184","2616","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84228244,-33.05207098,97.22,"1","184",75.4,5685.16,185.82,34529.072,14010.828,-185.82,-185.82,-185.82,-34529.07,-34529,-34529
"185","185","2617","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84221217,-33.05209544,95.48,"1","185",75.4,5685.16,171.57,29436.265,12936.378,-171.57,-171.57,-171.57,-29436.26,-29436.2,-29436.2
"186","186","2618","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84214189,-33.05211991,100.84,"1","186",75.4,5685.16,169.2,28628.64,12757.68,-169.2,-169.2,-169.2,-28628.64,-28628.6,-28628.6
"187","187","2619","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84207162,-33.05214437,96.77,"1","187",75.4,5685.16,162.27,26331.553,12235.158,-162.27,-162.27,-162.27,-26331.55,-26331.5,-26331.5
"188","188","2620","-1","-1","-1",-75.4,-75.4,-75.4,-5685.16,-5685.16,-5685.16,-63.84200134,-33.05216884,104.12,"1","188",75.4,5685.16,167.63,28099.817,12639.302,-167.63,-167.63,-167.63,-28099.82,-28099.8,-28099.8
"189","189","2631","0","0","1",0,0,99.8,0,0,9960.04,-63.84857801,-33.04980981,101.66,"4","189",99.8,9960.04,181.24,32847.938,18087.752,0,0,181.24,0,0,32847.94
"190","190","2632","0","0","1",0,0,99.8,0,0,9960.04,-63.84850774,-33.04983427,101.85,"4","190",99.8,9960.04,166.78,27815.568,16644.644,0,0,166.78,0,0,27815.57
"191","191","2633","0","0","1",0,0,99.8,0,0,9960.04,-63.84843746,-33.04985874,102.43,"4","191",99.8,9960.04,163.67,26787.869,16334.266,0,0,163.67,0,0,26787.87
"192","192","2634","0","0","1",0,0,99.8,0,0,9960.04,-63.84836719,-33.04988321,91.04,"4","192",99.8,9960.04,174.33,30390.949,17398.134,0,0,174.33,0,0,30390.95
"193","193","2635","0","0","1",0,0,99.8,0,0,9960.04,-63.84829692,-33.04990768,97.84,"4","193",99.8,9960.04,176.85,31275.922,17649.63,0,0,176.85,0,0,31275.92
"194","194","2636","0","0","1",0,0,99.8,0,0,9960.04,-63.84822665,-33.04993215,108.81,"4","194",99.8,9960.04,173.91,30244.688,17356.218,0,0,173.91,0,0,30244.69
"195","195","2637","0","0","1",0,0,99.8,0,0,9960.04,-63.84815638,-33.04995661,100.97,"4","195",99.8,9960.04,174.49,30446.76,17414.102,0,0,174.49,0,0,30446.76
"196","196","2638","0","0","1",0,0,99.8,0,0,9960.04,-63.84808611,-33.04998108,100.54,"4","196",99.8,9960.04,177.22,31406.928,17686.556,0,0,177.22,0,0,31406.93
"197","197","2639","0","0","1",0,0,99.8,0,0,9960.04,-63.84801583,-33.05000555,81.87,"4","197",99.8,9960.04,181.47,32931.361,18110.706,0,0,181.47,0,0,32931.36
"198","198","2640","0","0","1",0,0,99.8,0,0,9960.04,-63.84794556,-33.05003002,80.83,"4","198",99.8,9960.04,175.27,30719.573,17491.946,0,0,175.27,0,0,30719.57
"199","199","2641","0","0","1",0,0,99.8,0,0,9960.04,-63.84787529,-33.05005449,83.37,"4","199",99.8,9960.04,167.71,28126.644,16737.458,0,0,167.71,0,0,28126.64
"200","200","2642","0","0","1",0,0,99.8,0,0,9960.04,-63.84780502,-33.05007895,68.92,"4","200",99.8,9960.04,177.97,31673.321,17761.406,0,0,177.97,0,0,31673.32
"201","201","2643","0","0","1",0,0,99.8,0,0,9960.04,-63.84773474,-33.05010342,71.09,"4","201",99.8,9960.04,183.23,33573.233,18286.354,0,0,183.23,0,0,33573.23
"202","202","2644","0","0","1",0,0,99.8,0,0,9960.04,-63.84766447,-33.05012789,62.83,"4","202",99.8,9960.04,176.12,31018.254,17576.776,0,0,176.12,0,0,31018.25
"203","203","2645","0","0","1",0,0,99.8,0,0,9960.04,-63.8475942,-33.05015236,56.89,"4","203",99.8,9960.04,177.64,31555.97,17728.472,0,0,177.64,0,0,31555.97
"204","204","2646","0","0","1",0,0,99.8,0,0,9960.04,-63.84752393,-33.05017683,52.46,"4","204",99.8,9960.04,179.92,32371.206,17956.016,0,0,179.92,0,0,32371.21
"205","205","2647","0","0","1",0,0,99.8,0,0,9960.04,-63.84745366,-33.05020129,49.47,"4","205",99.8,9960.04,179.88,32356.814,17952.024,0,0,179.88,0,0,32356.81
"206","206","2648","0","0","1",0,0,99.8,0,0,9960.04,-63.84738338,-33.05022576,51.45,"4","206",99.8,9960.04,177.81,31616.396,17745.438,0,0,177.81,0,0,31616.4
"207","207","2649","0","0","1",0,0,99.8,0,0,9960.04,-63.84731311,-33.05025023,51.2,"4","207",99.8,9960.04,179.12,32083.974,17876.176,0,0,179.12,0,0,32083.97
"208","208","2650","0","0","1",0,0,99.8,0,0,9960.04,-63.84724284,-33.0502747,51.88,"4","208",99.8,9960.04,173.81,30209.916,17346.238,0,0,173.81,0,0,30209.92
"209","209","2651","0","0","1",0,0,99.8,0,0,9960.04,-63.84717257,-33.05029916,48.81,"4","209",99.8,9960.04,177.28,31428.198,17692.544,0,0,177.28,0,0,31428.2
"210","210","2652","0","0","1",0,0,99.8,0,0,9960.04,-63.84710229,-33.05032363,48.7,"4","210",99.8,9960.04,178.18,31748.112,17782.364,0,0,178.18,0,0,31748.11
"211","211","2653","0","0","1",0,0,99.8,0,0,9960.04,-63.84703202,-33.0503481,51.12,"4","211",99.8,9960.04,179.95,32382.002,17959.01,0,0,179.95,0,0,32382
"212","212","2654","0","0","1",0,0,99.8,0,0,9960.04,-63.84696175,-33.05037257,53.92,"4","212",99.8,9960.04,177.75,31595.063,17739.45,0,0,177.75,0,0,31595.06
"213","213","2655","0","0","1",0,0,99.8,0,0,9960.04,-63.84689148,-33.05039703,53.33,"4","213",99.8,9960.04,176.59,31184.028,17623.682,0,0,176.59,0,0,31184.03
"214","214","2656","0","0","1",0,0,99.8,0,0,9960.04,-63.8468212,-33.0504215,53.56,"4","214",99.8,9960.04,178.95,32023.102,17859.21,0,0,178.95,0,0,32023.1
"215","215","2657","0","0","1",0,0,99.8,0,0,9960.04,-63.84675093,-33.05044597,51.44,"4","215",99.8,9960.04,179.28,32141.318,17892.144,0,0,179.28,0,0,32141.32
"216","216","2658","0","0","1",0,0,99.8,0,0,9960.04,-63.84668066,-33.05047044,51.49,"4","216",99.8,9960.04,179.1,32076.81,17874.18,0,0,179.1,0,0,32076.81
"217","217","2659","0","0","1",0,0,99.8,0,0,9960.04,-63.84661038,-33.0504949,49.12,"4","217",99.8,9960.04,175.89,30937.292,17553.822,0,0,175.89,0,0,30937.29
"218","218","2660","1","0","0",0,99.8,0,0,9960.04,0,-63.84654011,-33.05051937,49.15,"3","218",99.8,9960.04,168.54,28405.732,16820.292,0,168.54,0,0,28405.73,0
"219","219","2661","1","0","0",0,99.8,0,0,9960.04,0,-63.84646984,-33.05054384,49.7,"3","219",99.8,9960.04,165.89,27519.492,16555.822,0,165.89,0,0,27519.49,0
"220","220","2662","1","0","0",0,99.8,0,0,9960.04,0,-63.84639957,-33.05056831,46.63,"3","220",99.8,9960.04,170.9,29206.81,17055.82,0,170.9,0,0,29206.81,0
"221","221","2663","1","0","0",0,99.8,0,0,9960.04,0,-63.84632929,-33.05059277,50,"3","221",99.8,9960.04,170.52,29077.07,17017.896,0,170.52,0,0,29077.07,0
"222","222","2664","1","0","0",0,99.8,0,0,9960.04,0,-63.84625902,-33.05061724,48.6,"3","222",99.8,9960.04,169.88,28859.214,16954.024,0,169.88,0,0,28859.21,0
"223","223","2665","1","0","0",0,99.8,0,0,9960.04,0,-63.84618875,-33.05064171,46.85,"3","223",99.8,9960.04,169.52,28737.03,16918.096,0,169.52,0,0,28737.03,0
"224","224","2666","1","0","0",0,99.8,0,0,9960.04,0,-63.84611847,-33.05066617,51.47,"3","224",99.8,9960.04,178.52,31869.39,17816.296,0,178.52,0,0,31869.39,0
"225","225","2667","1","0","0",0,99.8,0,0,9960.04,0,-63.8460482,-33.05069064,46.05,"3","225",99.8,9960.04,191.11,36523.032,19072.778,0,191.11,0,0,36523.03,0
"226","226","2668","1","0","0",0,99.8,0,0,9960.04,0,-63.84597793,-33.05071511,47.24,"3","226",99.8,9960.04,191.72,36756.558,19133.656,0,191.72,0,0,36756.56,0
"227","227","2669","1","0","0",0,99.8,0,0,9960.04,0,-63.84590765,-33.05073957,39.7,"3","227",99.8,9960.04,192.27,36967.753,19188.546,0,192.27,0,0,36967.75,0
"228","228","2670","1","0","0",0,99.8,0,0,9960.04,0,-63.84583738,-33.05076404,38.31,"3","228",99.8,9960.04,192.15,36921.623,19176.57,0,192.15,0,0,36921.62,0
"229","229","2671","1","0","0",0,99.8,0,0,9960.04,0,-63.84576711,-33.05078851,34.74,"3","229",99.8,9960.04,196.22,38502.288,19582.756,0,196.22,0,0,38502.29,0
"230","230","2672","1","0","0",0,99.8,0,0,9960.04,0,-63.84569683,-33.05081297,38.11,"3","230",99.8,9960.04,192.57,37083.205,19218.486,0,192.57,0,0,37083.21,0
"231","231","2673","1","0","0",0,99.8,0,0,9960.04,0,-63.84562656,-33.05083744,41.36,"3","231",99.8,9960.04,197.1,38848.41,19670.58,0,197.1,0,0,38848.41,0
"232","232","2674","1","0","0",0,99.8,0,0,9960.04,0,-63.84555629,-33.05086191,32.9,"3","232",99.8,9960.04,187.79,35265.084,18741.442,0,187.79,0,0,35265.08,0
"233","233","2675","1","0","0",0,99.8,0,0,9960.04,0,-63.84548601,-33.05088637,41.07,"3","233",99.8,9960.04,183.02,33496.32,18265.396,0,183.02,0,0,33496.32,0
"234","234","2676","1","0","0",0,99.8,0,0,9960.04,0,-63.84541574,-33.05091084,45.6,"3","234",99.8,9960.04,184.82,34158.432,18445.036,0,184.82,0,0,34158.43,0
"235","235","2677","1","0","0",0,99.8,0,0,9960.04,0,-63.84534547,-33.05093531,45.66,"3","235",99.8,9960.04,198.14,39259.46,19774.372,0,198.14,0,0,39259.46,0
"236","236","2678","1","0","0",0,99.8,0,0,9960.04,0,-63.84527519,-33.05095977,47.31,"3","236",99.8,9960.04,189.43,35883.725,18905.114,0,189.43,0,0,35883.72,0
"237","237","2679","1","0","0",0,99.8,0,0,9960.04,0,-63.84520492,-33.05098424,50.59,"3","237",99.8,9960.04,194.05,37655.403,19366.19,0,194.05,0,0,37655.4,0
"238","238","2680","1","0","0",0,99.8,0,0,9960.04,0,-63.84513465,-33.05100871,49.09,"3","238",99.8,9960.04,192.59,37090.908,19220.482,0,192.59,0,0,37090.91,0
"239","239","2681","0","1","0",99.8,0,0,9960.04,0,0,-63.84506437,-33.05103317,55.12,"2","239",99.8,9960.04,189.47,35898.881,18909.106,189.47,0,0,35898.88,0,0
"240","240","2682","0","1","0",99.8,0,0,9960.04,0,0,-63.8449941,-33.05105764,57.72,"2","240",99.8,9960.04,188.3,35456.89,18792.34,188.3,0,0,35456.89,0,0
"241","241","2683","0","1","0",99.8,0,0,9960.04,0,0,-63.84492383,-33.05108211,66.17,"2","241",99.8,9960.04,184.5,34040.25,18413.1,184.5,0,0,34040.25,0,0
"242","242","2684","0","1","0",99.8,0,0,9960.04,0,0,-63.84485355,-33.05110657,69.03,"2","242",99.8,9960.04,175.15,30677.523,17479.97,175.15,0,0,30677.52,0,0
"243","243","2685","0","1","0",99.8,0,0,9960.04,0,0,-63.84478328,-33.05113104,77.2,"2","243",99.8,9960.04,174.21,30349.124,17386.158,174.21,0,0,30349.12,0,0
"244","244","2686","0","1","0",99.8,0,0,9960.04,0,0,-63.844713,-33.0511555,83.84,"2","244",99.8,9960.04,172.88,29887.494,17253.424,172.88,0,0,29887.49,0,0
"245","245","2687","0","1","0",99.8,0,0,9960.04,0,0,-63.84464273,-33.05117997,87.12,"2","245",99.8,9960.04,170.4,29036.16,17005.92,170.4,0,0,29036.16,0,0
"246","246","2688","0","1","0",99.8,0,0,9960.04,0,0,-63.84457246,-33.05120444,99.42,"2","246",99.8,9960.04,167.92,28197.126,16758.416,167.92,0,0,28197.13,0,0
"247","247","2689","0","1","0",99.8,0,0,9960.04,0,0,-63.84450218,-33.0512289,98.22,"2","247",99.8,9960.04,168.35,28341.723,16801.33,168.35,0,0,28341.72,0,0
"248","248","2690","0","1","0",99.8,0,0,9960.04,0,0,-63.84443191,-33.05125337,97.11,"2","248",99.8,9960.04,170.51,29073.66,17016.898,170.51,0,0,29073.66,0,0
"249","249","2691","0","1","0",99.8,0,0,9960.04,0,0,-63.84436163,-33.05127784,102.53,"2","249",99.8,9960.04,176.62,31194.624,17626.676,176.62,0,0,31194.62,0,0
"250","250","2692","0","1","0",99.8,0,0,9960.04,0,0,-63.84429136,-33.0513023,104.35,"2","250",99.8,9960.04,175.46,30786.212,17510.908,175.46,0,0,30786.21,0,0
"251","251","2693","0","1","0",99.8,0,0,9960.04,0,0,-63.84422109,-33.05132677,101.6,"2","251",99.8,9960.04,177.53,31516.901,17717.494,177.53,0,0,31516.9,0,0
"252","252","2694","0","1","0",99.8,0,0,9960.04,0,0,-63.84415081,-33.05135123,98.47,"2","252",99.8,9960.04,178.61,31901.532,17825.278,178.61,0,0,31901.53,0,0
"253","253","2695","0","1","0",99.8,0,0,9960.04,0,0,-63.84408054,-33.0513757,104.15,"2","253",99.8,9960.04,170.66,29124.836,17031.868,170.66,0,0,29124.84,0,0
"254","254","2696","0","1","0",99.8,0,0,9960.04,0,0,-63.84401026,-33.05140016,102.34,"2","254",99.8,9960.04,165.63,27433.297,16529.874,165.63,0,0,27433.3,0,0
"255","255","2697","0","1","0",99.8,0,0,9960.04,0,0,-63.84393999,-33.05142463,109.46,"2","255",99.8,9960.04,165.68,27449.862,16534.864,165.68,0,0,27449.86,0,0
"256","256","2698","0","1","0",99.8,0,0,9960.04,0,0,-63.84386971,-33.0514491,105.16,"2","256",99.8,9960.04,165.48,27383.63,16514.904,165.48,0,0,27383.63,0,0
"257","257","2699","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84379944,-33.05147356,106.31,"1","257",99.8,9960.04,168.78,28486.688,16844.244,-168.78,-168.78,-168.78,-28486.69,-28486.6,-28486.6
"258","258","2700","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84372917,-33.05149803,102.1,"1","258",99.8,9960.04,167.97,28213.921,16763.406,-167.97,-167.97,-167.97,-28213.92,-28213.9,-28213.9
"259","259","2701","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84365889,-33.05152249,102.61,"1","259",99.8,9960.04,166.25,27639.063,16591.75,-166.25,-166.25,-166.25,-27639.06,-27639,-27639
"260","260","2702","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84358862,-33.05154696,104.97,"1","260",99.8,9960.04,164.59,27089.868,16426.082,-164.59,-164.59,-164.59,-27089.87,-27089.8,-27089.8
"261","261","2703","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84351834,-33.05157142,105.66,"1","261",99.8,9960.04,163.54,26745.332,16321.292,-163.54,-163.54,-163.54,-26745.33,-26745.3,-26745.3
"262","262","2704","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84344807,-33.05159589,100.27,"1","262",99.8,9960.04,171.65,29463.723,17130.67,-171.65,-171.65,-171.65,-29463.72,-29463.7,-29463.7
"263","263","2705","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84337779,-33.05162036,97.07,"1","263",99.8,9960.04,166.65,27772.223,16631.67,-166.65,-166.65,-166.65,-27772.22,-27772.2,-27772.2
"264","264","2706","-1","-1","-1",-99.8,-99.8,-99.8,-9960.04,-9960.04,-9960.04,-63.84330752,-33.05164482,100.53,"1","264",99.8,9960.04,170.52,29077.07,17017.896,-170.52,-170.52,-170.52,-29077.07,-29077,-29077
